iter	Logloss
390	0.1396543429
391	0.1393771835
392	0.13918731
393	0.1390543891
394	0.1388930793
395	0.1386474027
396	0.1385227771
397	0.1383782921
398	0.1382171816
399	0.1381127669
400	0.1380124903
401	0.137911126
402	0.1377562733
403	0.1375561338
404	0.1374376855
405	0.1372899805
406	0.1371071653
407	0.1369145541
408	0.1367276891
409	0.1365397769
410	0.1363554252
411	0.1362694509
412	0.1360110818
413	0.1358994358
414	0.1357549285
415	0.1356599811
416	0.1354701155
417	0.1353448735
418	0.1351742713
419	0.1349519287
420	0.1348673647
421	0.1346413976
422	0.1344827645
423	0.1342672042
424	0.1341660826
425	0.1340189387
426	0.1338459118
427	0.1337644011
428	0.1335455672
429	0.1333693675
430	0.1332771205
431	0.133038828
432	0.1328908976
433	0.1327416275
434	0.1325123114
435	0.1323538234
436	0.1321695622
437	0.1319873321
438	0.1316824557
439	0.1315096139
440	0.1313711638
441	0.1312880557
442	0.1311163374
443	0.1309871483
444	0.1306763894
445	0.1305157698
446	0.1303087922
447	0.1301962161
448	0.1300163341
449	0.1298870707
450	0.1297395351
451	0.1295533498
452	0.1293784634
453	0.1291962084
454	0.1290459452
455	0.1288914539
456	0.1286982178
457	0.1285024972
458	0.1284259057
459	0.128331165
460	0.1281469646
461	0.1280039723
462	0.1279070462
463	0.1277876242
464	0.1276556474
465	0.1275599286
466	0.12745172
467	0.1273202927
468	0.1271625923
469	0.1270144671
470	0.1268679274
471	0.1267126865
472	0.1264984327
473	0.1263371165
474	0.1260226514
475	0.1259115522
476	0.1257630902
477	0.1256063816
478	0.1255133684
479	0.1253676429
480	0.1252436144
481	0.1251096427
482	0.124939794
483	0.1247900577
484	0.1246229488
485	0.124401698
486	0.1242231277
487	0.1240898078
488	0.1239560133
489	0.1238893624
490	0.1237360016
491	0.1236234367
492	0.1233209175
493	0.1231874881
494	0.1230372255
495	0.1228867162
496	0.1227766764
497	0.1226106857
498	0.1224725202
499	0.122343608
500	0.1222164689
501	0.1221109807
502	0.1220235117
503	0.1218848179
504	0.1217321127
505	0.1216071885
506	0.1214823316
507	0.1213295044
508	0.1211246929
509	0.1209348828
510	0.1207942894
511	0.1207092889
512	0.1205913744
513	0.1205098249
514	0.1203872553
515	0.1202401527
516	0.1201023683
517	0.1199691291
518	0.1198585098
519	0.1197112351
520	0.1195680467
521	0.1194457157
522	0.1191795105
523	0.1190629047
524	0.1189335876
525	0.1188227778
526	0.1186577045
527	0.118522431
528	0.1183791336
529	0.118263325
530	0.1181350398
531	0.1180733113
532	0.1179373118
533	0.1177982967
534	0.1176603614
535	0.1175630391
536	0.117442097
537	0.1173062787
538	0.117193286
539	0.1169301171
540	0.116807888
541	0.1167360314
542	0.1166217942
543	0.1165149044
544	0.1163726773
545	0.1162981593
546	0.1162028825
547	0.1160738123
548	0.1159023638
549	0.1157456812
550	0.1156313483
551	0.1155137435
552	0.1154122259
553	0.1152681558
554	0.1151218645
555	0.1149861361
556	0.1149319111
557	0.1148612431
558	0.1146081425
559	0.1143682756
560	0.1142787523
561	0.1141886893
562	0.1140499343
563	0.1138746666
564	0.1138012147
565	0.1136853735
566	0.1135283528
567	0.113433498
568	0.1132702613
569	0.1131605516
570	0.1130619004
571	0.1129435984
572	0.1128370545
573	0.1126576702
574	0.1125620054
575	0.1123992704
576	0.1122414382
577	0.112121123
578	0.111990501
579	0.1118617531
580	0.1116064199
581	0.1114446608
582	0.1113284263
583	0.1111560538
584	0.1109930827
585	0.1108124595
586	0.1107326801
587	0.1105303433
588	0.1104466259
589	0.1102091354
590	0.1100970046
591	0.1100529818
592	0.1099608384
593	0.1097432447
594	0.109638978
595	0.1095305214
596	0.1094641067
597	0.1093583078
598	0.109236736
599	0.1091811125
600	0.1089799443
601	0.1088656309
602	0.1087703526
603	0.1086524811
604	0.1085098619
605	0.1083592016
606	0.1082440638
607	0.1081096752
608	0.1079303886
609	0.1078082392
610	0.1077237406
611	0.1076342049
612	0.1074557308
613	0.1073958704
614	0.107282311
615	0.1072204297
616	0.1071080658
617	0.1069931296
618	0.1068728175
619	0.1067143368
620	0.1066262853
621	0.1064812725
622	0.1063778628
623	0.1063223983
624	0.1062073613
625	0.1060720772
626	0.1059878138
627	0.1059171406
628	0.1058141861
629	0.1057064749
630	0.1056331575
631	0.1054932618
632	0.1053606714
633	0.105223625
634	0.1051440639
635	0.1049967325
636	0.104914456
637	0.1047302989
638	0.1046908598
639	0.1046158711
640	0.1045165974
641	0.1044352701
642	0.1043295612
643	0.1042461433
644	0.1041717459
645	0.1041141805
646	0.1039889783
647	0.1038776824
648	0.1037884958
649	0.1036615036
650	0.1035199633
651	0.1033942879
652	0.1032970748
653	0.1032252763
654	0.103122777
655	0.1029605473
656	0.1028655326
657	0.1027965499
658	0.1026962535
659	0.1026183447
660	0.1024885018
661	0.1024052231
662	0.1022709818
663	0.1021132612
664	0.1019864194
665	0.1018476404
666	0.1017281174
667	0.1016036254
668	0.101491522
669	0.1013347886
670	0.1012699758
671	0.1011200324
672	0.1010064895
673	0.1009341999
674	0.1008020897
675	0.1007382758
676	0.1006288598
677	0.1004931685
678	0.1003961127
679	0.1003169883
680	0.1001568488
681	0.1000514538
682	0.09990109254
683	0.09979152084
684	0.09971744044
685	0.09963903639
686	0.09946000555
687	0.09938191157
688	0.09933926594
689	0.09926487748
690	0.09912825056
691	0.09902904814
692	0.09890700792
693	0.09881567124
694	0.09875693498
695	0.09858776908
696	0.0984894187
697	0.09839396246
698	0.09833579285
699	0.09824194278
700	0.09815384522
701	0.09801195698
702	0.0979513788
703	0.09785831124
704	0.09767850644
705	0.0975625335
706	0.09742963085
707	0.09735097261
708	0.09727964261
709	0.09720094792
710	0.09712297233
711	0.09705869817
712	0.09695178412
713	0.09684833754
714	0.09673462214
715	0.09661378658
716	0.0965555631
717	0.09645607003
718	0.09638110285
719	0.09626507136
720	0.09615175781
721	0.09609399197
722	0.09598075885
723	0.09584402448
724	0.09570174702
725	0.09563944374
726	0.09555431792
727	0.095430216
728	0.09535090286
729	0.09524925273
730	0.09510796023
731	0.0949923058
732	0.09491683257
733	0.09480482852
734	0.09474913917
735	0.09469406185
736	0.09461001786
737	0.09456318093
738	0.09448889151
739	0.09440300639
740	0.09432819904
741	0.09424962438
742	0.09419819258
743	0.09406635701
744	0.0939685392
745	0.0938332777
746	0.09378860972
747	0.09364662883
748	0.09352234952
749	0.09346695161
750	0.09335790506
751	0.09331438307
752	0.09322168521
753	0.09315407343
754	0.09300896052
755	0.09295761689
756	0.09284856967
757	0.09278612056
758	0.0927262382
759	0.09266416154
760	0.0925904017
761	0.09252701971
762	0.09243848204
763	0.0923924917
764	0.09230895499
765	0.09223752085
766	0.09216367771
767	0.09212024112
768	0.09204616311
769	0.0919086835
770	0.09181022892
771	0.09173577258
772	0.09156189283
773	0.09150592968
774	0.09137748178
775	0.09128515811
776	0.09119048222
777	0.09115332095
778	0.09099136851
779	0.09095011605
780	0.09090802597
781	0.09084047308
782	0.09074117339
783	0.09062863322
784	0.09053934708
785	0.09044969329
786	0.09037960474
787	0.0903404798
788	0.09026980116
789	0.09017954756
790	0.0900635032
791	0.0899401729
792	0.0898570475
793	0.08976692693
794	0.08966798692
795	0.08959430183
796	0.08949882729
797	0.08940213007
798	0.08933490541
799	0.08927622021
800	0.08916882019
801	0.08908472196
802	0.08900676862
803	0.08891944652
804	0.08884960448
805	0.08879400702
806	0.0887315548
807	0.08864354424
808	0.08851587904
809	0.08844953866
810	0.08838952147
811	0.08829234096
812	0.08818439532
813	0.08807235994
814	0.08802245235
815	0.08794812877
816	0.08787039673
817	0.0877935729
818	0.0877084263
819	0.0876286244
820	0.08750894906
821	0.08746177629
822	0.0873818858
823	0.08731323592
824	0.08725108709
825	0.08719801041
826	0.08710698166
827	0.08704473886
828	0.08698523809
829	0.08687613463
830	0.08680041913
831	0.08671598198
832	0.08665210071
833	0.08653016134
834	0.08644653195
835	0.08636653671
836	0.08627874724
837	0.08619678696
838	0.08608686249
839	0.08599754747
840	0.08589378057
841	0.08582156996
842	0.08574909606
843	0.08565412005
844	0.08557503308
845	0.08547652183
846	0.08540476123
847	0.08532043198
848	0.08524523289
849	0.08517565797
850	0.08509915072
851	0.08503064034
852	0.08497722825
853	0.08488019617
854	0.08480950418
855	0.084749713
856	0.08467870118
857	0.08462363507
858	0.08454170526
859	0.08446129051
860	0.08440642802
861	0.08428651145
862	0.08419726721
863	0.08412208511
864	0.08401288008
865	0.08391890621
866	0.08380139287
867	0.08371550097
868	0.0836398619
869	0.08357956702
870	0.08352611588
871	0.08344767675
872	0.08337867584
873	0.08332068597
874	0.08323242795
875	0.08312087134
876	0.0830713046
877	0.08300906458
878	0.08291876392
879	0.08283384352
880	0.08273796294
881	0.08269131804
882	0.08263490075
883	0.08258721279
884	0.08252407719
885	0.08244094385
886	0.08236955123
887	0.08233478695
888	0.08226137536
889	0.08217916703
890	0.08211232051
891	0.0820769071
892	0.08203626788
893	0.08197151499
894	0.08190661328
895	0.08184783421
896	0.08180115792
897	0.08172220879
898	0.0816430904
899	0.08157677716
900	0.08148461221
901	0.08141983506
902	0.08135638369
903	0.08125763803
904	0.08118798906
905	0.08112727526
906	0.08104185106
907	0.08098608468
908	0.08089962112
909	0.08082451465
910	0.08075164969
911	0.08067116527
912	0.08063823118
913	0.08056742233
914	0.08049081589
915	0.0804383836
916	0.08035765838
917	0.08027459581
918	0.08015582339
919	0.08010678638
920	0.0800420004
921	0.0799618608
922	0.07988763186
923	0.07977094937
924	0.0797049124
925	0.07966826064
926	0.07958567586
927	0.07949607533
928	0.07944672137
929	0.07939416679
930	0.07931985017
931	0.07925857819
932	0.07920070041
933	0.07914450969
934	0.07908981517
935	0.07904092476
936	0.07896926069
937	0.07891749327
938	0.07882955783
939	0.07878083157
940	0.07869793002
941	0.07860104853
942	0.07856545046
943	0.07851669471
944	0.0784288852
945	0.07836806475
946	0.07830789009
947	0.07826699321
948	0.07819373389
949	0.07811095714
950	0.07804571516
951	0.07794466999
952	0.07789077529
953	0.07782531283
954	0.07777405256
955	0.0777165439
956	0.07764965093
957	0.07758361637
958	0.07752804156
959	0.07747647011
960	0.07743854765
961	0.07738210265
962	0.0773301916
963	0.07728408056
964	0.07721411369
965	0.0771364458
966	0.07706973006
967	0.0770100562
968	0.07696527082
969	0.076909942
970	0.07684612699
971	0.07679787467
972	0.07673554199
973	0.07670421235
974	0.07664467365
975	0.07661526339
976	0.07656450465
977	0.07650683935
978	0.07645296788
979	0.07642247707
980	0.07636883359
981	0.07630933859
982	0.07627977994
983	0.07621175523
984	0.07613305971
985	0.07608268732
986	0.07601575413
987	0.0759598297
988	0.07588781017
989	0.07583554425
990	0.07576856968
991	0.07571018347
992	0.07567451144
993	0.07562464633
994	0.07555714863
995	0.0754002344
996	0.07535610472
997	0.07530518514
998	0.07526962459
999	0.07521260313
